price,bedrooms,bathrooms,sqft_living,sqft_above
285000,3,2.25,1680,1680
458400,4,2.5,1910,1910
620000,5,3.25,3160,2190
465000,3,1.5,2020,1190
690000,4,3.75,3210,3210
462500,3,2.25,2350,1390
369950,4,2.5,1910,1910
124500,2,1,840,840
950000,4,2.25,2620,2620
418000,4,1.5,1220,1220
160000,3,1,1060,1060
457000,4,2.5,2200,1500
530000,2,1.75,2120,1130
385000,3,1,1250,1250
491000,3,1.75,1440,1440
521000,4,2.25,1890,1890
255000,3,1,1140,1140
292050,5,3,2840,1710
326000,6,3,1880,1880
300000,2,1,750,750
291600,3,1.75,1630,1330
435000,5,1.5,1720,1720
465000,3,2.5,1600,1600
200000,3,2.25,1230,1230
238000,3,1.5,1610,1090
455000,4,2.5,1320,1320
230000,6,3,2180,2180
808000,4,2.25,2190,1410
578500,3,1,1490,1490
390000,3,2,1463,1463
517500,3,2.5,1800,1800
755000,4,2.75,2880,2100
579500,3,1.75,1250,980
649950,3,2.75,1670,1350
228000,4,1.75,2000,1100
665000,4,1.75,2280,1470
689000,4,2.5,2110,2110
560000,4,2.5,2520,1440
529000,3,1,1590,1590
375000,5,2.5,2100,2100
325000,4,2.75,2090,2090
583000,4,2.5,3390,3390
330000,2,1,790,790
262000,3,2.5,1970,1970
555000,4,2.5,2870,2870
585000,2,1,1110,1010
425590,3,2.75,1940,1770
235000,2,1,720,720
362362,2,1,710,710
252000,3,2,1370,1370
439000,4,2.5,2690,2690
465000,4,2.25,3360,3360
249900,4,2,1500,1500
665000,2,2.5,2600,1300
370000,3,1.75,1160,1160
620000,2,1,1430,1300
375000,3,1,1870,1720
552625,4,2,2560,1280
315500,3,1,1160,1160
620000,2,1.75,1680,1680
510000,4,2.5,2010,1310
652500,4,2.5,2540,2540
574000,4,2.5,3240,3240
430000,3,2.5,2670,2670
390000,3,2,1080,1080
466500,3,1,1430,950
315000,2,2.25,1290,1290
220000,4,1.5,1240,1240
325000,3,1.75,1840,1440
365000,3,1,1120,1120
356000,3,3.5,2100,2100
380000,4,1.75,2030,1610
579000,4,2.25,2030,2030
682000,2,1,890,890
499000,3,1.75,1750,1470
333760,3,1,1300,1300
745000,4,2.5,2650,2650
380000,3,1.75,1750,1750
435000,3,3,1440,1440
520000,3,2.75,1700,1060
965000,4,2.5,3920,3920
270000,3,2.25,1470,1350
1.10E+06,5,2.75,2520,2120
577500,3,1.75,2140,1220
650000,3,1.75,1550,1250
1.23E+06,4,2.5,3180,3180
1.90E+06,5,4.25,6510,3250
475000,2,2,1440,1440
200000,3,1,1150,1150
397000,4,2.5,2320,2320
383610,3,2,1230,1230
275000,4,2.5,2060,2060
840000,3,2,2783,2783
365000,4,2.5,2140,2140
362000,3,2.75,1420,1160
350000,3,1.75,2090,1390
200000,2,1.75,1320,1320
299000,4,2.5,2300,1360
555000,4,1.5,3050,1650
1.33E+06,3,2.25,2960,2260
896000,5,2.75,2520,1570
550000,2,1.75,1740,1280
324500,2,1,1300,1300
312500,3,1,1170,1170
485000,4,3.25,1946,1946
511000,2,1,1250,1250
139500,2,1.5,1230,1230
464000,4,2.5,2180,2180
255000,3,1.75,1740,1140
679975,4,2.5,3830,2900
624800,3,2,2250,1500
920000,3,2.75,2590,2590
1.37E+06,3,2.5,2090,2090
510000,3,1.5,2400,1540
289659,4,2.25,2260,2260
585000,4,2.5,2910,2910
555000,5,3,3640,3640
940000,4,2.75,3770,2550
460000,3,2,1600,1600
319000,3,2.5,2110,2110
280000,3,2.5,1720,1720
250000,3,1,1100,1100
749950,4,2.5,2620,2620
458000,5,2.5,3090,2990
465000,3,2.5,1890,1890
580000,3,1.75,1850,1150
700000,4,2.5,3100,3100
350000,4,2.5,2506,2506
456000,4,1,1700,1080
290000,3,2,1550,1550
475000,4,2.75,2200,1290
285000,3,2.5,1890,1890
309000,3,1,1140,1140
860000,4,2,3740,3740
219000,3,2.25,1940,1440
546500,3,2.5,2130,2130
338000,2,1,1470,770
505000,2,1,1070,1070
340000,4,1.75,1680,840
678000,3,2.25,2730,2730
800000,3,1.75,1890,1890
112000,1,1,1080,1080
252000,3,1.75,1440,1440
335000,4,2.75,2540,1600
610000,3,2,2300,1430
245000,3,2,1690,1360
493500,3,1.75,1800,1390
596500,4,2.25,1770,1770
245000,3,2,1190,1190
333500,3,1.75,1320,1320
373000,3,1,1290,1290
759900,4,2.5,3000,3000
317000,3,2.25,1358,1358
670000,3,1.5,1220,1220
985000,2,2.5,2720,2720
310000,3,1.5,1060,1060
750000,4,2.5,3020,2540
408000,3,2,1640,1640
900000,5,3.75,3870,3870
460000,4,2.25,2860,1460
339000,4,2.5,1740,1740
660000,3,2,1140,1140
449950,4,3,3290,3290
235000,3,1,1210,1210
769000,5,2.25,3320,1900
428000,2,2,1350,1350
445000,3,2.25,1990,1990
462000,4,2.5,2060,1220
775000,3,1,1460,1460
605000,4,1.75,2250,2250
193500,2,1,950,950
389950,4,2.5,3140,3140
790000,4,3.5,3560,3560
442000,2,1,1410,940
890000,4,2.25,2770,2770
235000,3,1,1864,1864
495000,4,1.75,1930,1130
600000,4,2.5,3870,3870
1.40E+06,3,2,2020,1790
251000,3,2,1300,1300
471000,4,2.25,3410,2410
597000,4,2.5,2370,2370
804000,5,3.5,2770,2770
357000,3,1.75,1250,1250
419990,3,2.5,1690,1150
725000,4,2.5,3040,3040
275000,3,2.5,2710,2710
445000,3,2.25,1190,1190
510000,3,2.5,2300,2300
330000,4,1,1360,1360
270000,3,1,1500,750
495000,4,2,1610,1230
225000,4,1.75,1420,1420
716528,3,1.5,1750,1050
260000,3,2.5,1510,1510
471000,4,2.5,2330,2330
690000,5,3.5,2690,1930
548000,5,1.5,1700,1700
505000,3,1,1020,880
325000,3,1,1160,1160
682000,4,2.25,2450,2450
605000,3,2.25,2010,2010
276200,2,1.75,1370,1370
530000,3,1,1370,1370
245000,3,3,1990,1440
654950,4,2.5,2790,2790
221900,2,1,780,780
466000,4,2,2240,1340
383150,3,2,2210,2210
657100,4,1,1390,1050
539000,3,2,1800,1800
400000,6,3,3320,1660
215000,4,2.5,1960,980
489000,2,1,850,850
649000,4,2.5,2980,2980
700000,4,1.75,1980,1320
268500,2,1,790,790
515000,3,2.5,1800,1800
685000,4,2,2260,2260
305000,2,1.5,800,800
950000,4,2,2490,2090
292500,4,2.5,1610,1610
270000,4,1.75,1850,1100
450000,4,1.75,1850,1100
535000,4,1,1920,1920
550000,3,2.5,1740,1740
457500,3,2.25,1430,980
136500,3,1.5,1420,1420
224097,3,1.5,1420,1420
254000,3,2.5,1560,1560
335000,4,2.25,2030,1230
594950,5,2.5,3280,3280
350000,3,1.75,1360,1360
169950,3,1,1180,1180
432500,3,2.5,1940,1340
440000,2,1.75,1300,1300
233703,3,2.25,1650,1650
310000,3,1.5,1140,1140
735000,3,2.5,2540,2540
730000,4,2.75,3440,3440
257000,3,1.75,1800,1200
485000,2,2.25,1260,1260
899000,4,2.25,2370,1440
279000,3,1,1520,1520
225000,4,2,1750,1050
1.36E+06,3,1.5,2680,1880
355000,3,2.5,1590,1590
382500,4,1.75,1560,1560
324360,3,2.5,2000,2000
315000,3,1.75,2380,2380
426000,2,1,2230,2230
395000,5,2.5,2820,2820
212644,3,1,1570,1570
510000,3,3,1845,1845
85000,2,1,830,830
235000,2,1,830,830
295000,4,2.5,2030,2030
720001,3,2.5,1430,1430
313950,3,1,1510,860
415000,3,1,1510,860
305000,3,1.75,1610,1610
625000,3,1.5,1600,1250
490000,3,1,1420,1420
269950,3,2,1660,1660
2.70E+06,5,4,4230,3230
829000,4,3,3310,2910
635000,4,2.5,2470,2470
217500,3,1,1040,1040
270000,4,1.75,1850,1050
1.25E+06,3,3,4610,2790
480000,4,2.5,2480,2480
575000,3,1.75,2130,1170
426950,4,2.75,2350,2350
125000,3,1,920,920
208000,3,1,920,920
325000,4,2,1780,900
597157,7,4,2690,2690
728725,4,2.5,3010,3010
708000,5,2,3180,1910
1.30E+06,4,3,4120,4120
405000,3,1,1280,1280
550000,4,2.75,1690,1400
451000,4,2.5,2320,2320
540500,5,3.75,3090,3090
1.03E+06,5,3.5,5050,5050
218000,4,1,1640,950
562000,4,2.25,2170,1540
401500,4,2.5,3140,2280
196700,2,1,1090,1090
583000,3,1.75,1930,1480
309900,5,2.5,2100,1400
485000,4,3,3110,3110
465000,3,1,930,930
595000,4,2.25,2050,2050
254000,3,1,1160,1160
488500,3,2.75,1820,1820
260000,4,2.5,2110,2110
166000,2,1,870,870
440000,2,1.5,1080,1080
375000,3,2,1260,1260
529500,2,1,900,780
338000,2,1,750,750
335620,3,2.25,1800,1340
464000,4,2.25,2220,1690
354000,2,1,1390,1390
601000,4,3.5,2160,1660
285000,3,2.25,1840,1370
462500,2,2,1690,1690
350000,4,2.5,2650,2650
329000,4,1,1120,1120
312500,4,2.5,2500,1320
370000,4,2.5,2220,2220
399900,3,1.75,1260,1260
398000,3,1,1480,1480
550500,2,1.5,930,830
709000,3,2.75,2780,1870
402000,5,2.75,2770,1700
450000,3,1.5,1530,1530
524000,3,2.25,2140,1440
800000,4,2.75,4600,2400
185000,4,1,1760,1230
365000,4,1,1760,1230
925000,4,2.5,3110,3110
714000,3,1.75,2260,1520
495000,3,2,1460,1460
535000,3,2.25,2050,1230
880000,4,2.5,2340,2340
150000,3,1.5,1230,1230
554500,3,2.25,1880,1420
520000,3,1.75,1280,1280
839990,4,2.75,3660,3660
500000,3,2.5,1650,1650
305000,2,1,1960,1960
247800,3,2.5,1580,1580
344200,4,2.5,2490,2490
459950,4,2.5,2000,2000
229900,4,1.75,1550,1550
750000,4,2.25,2820,1950
509000,4,2.5,2600,1840
680000,4,1,2200,1640
661500,5,2.5,2500,1490
370000,2,1,1270,1270
785000,4,2.75,2900,2410
355000,2,1,840,840
446000,4,2,1940,970
830000,5,3.5,3490,3490
324000,3,2.5,1940,1940
500000,4,2.25,2490,2490
745000,3,1,1390,1390
1.20E+06,4,2.5,3940,2620
385000,2,2.5,1760,1130
565000,3,2.25,2560,1510
465000,4,2.5,2300,1420
401000,3,3.25,1770,1770
385000,3,1.75,2310,1630
395000,3,2.5,2310,2310
245000,5,1.5,2000,2000
500000,3,2,1540,890
334000,5,1.75,2590,1750
550000,3,1,980,980
216000,3,1,1730,1180
340500,3,2.5,3070,2510
375000,4,2.25,2100,2100
600000,3,2.75,2080,1580
375000,4,1.75,1890,1250
536500,4,1.75,2000,1450
599900,3,3,3030,1760
750000,2,1.5,1110,1110
355000,3,1,1650,1170
590000,3,2,1410,910
680000,2,1,2140,1070
429000,3,2.5,1860,1860
581000,2,1,1170,1170
463800,3,1.5,980,980
2.98E+06,5,5.5,7400,6290
443000,5,1.75,1650,1650
276200,3,2.5,1480,1180
630000,5,3.5,4060,2960
570000,3,1.75,1370,1370
979700,4,2.25,2480,2380
730000,4,2.5,2030,1730
268450,5,2.25,2200,1100
490000,3,1.75,1770,1270
808000,3,2.5,2550,1750
350000,3,1,1250,1250
695000,4,1.75,2390,1390
1.23E+06,4,2.5,5730,4280
309950,1,1,1120,1120
134000,3,1,1270,650
645500,4,2.5,2390,2390
750000,3,2,1760,1540
1.40E+06,3,2.5,2560,2110
344900,4,1.75,1820,1100
601450,2,3.25,1840,1840
575000,4,2,1810,1700
405000,3,1.75,2470,1570
518000,4,2.75,2520,2520
265000,2,1,1600,1600
180000,3,1,1280,1280
285000,3,2.5,1590,1590
433000,3,2.75,2000,1000
399000,3,1.75,1780,1350
565000,3,2.5,1700,1700
406500,3,1.5,1970,1970
420000,4,1.75,1940,1090
965000,4,3.5,3290,2290
1.38E+06,4,3.5,3500,2460
353950,5,2.25,3260,3260
847700,5,3.25,4230,3860
185000,5,1,1590,1090
269000,2,1.5,1010,1010
422800,3,1.75,1820,1340
379950,2,1,870,870
525000,3,2,1620,1200
810000,4,3.5,3980,3980
209950,4,1,1630,1630
439950,3,2,1230,1010
554820,4,2,3510,2210
359000,4,2.5,2160,2160
242500,3,1,1020,1020
330000,3,1.75,1590,1590
740000,3,2.25,3440,2190
630000,5,1,3020,3020
750000,3,1.75,2280,1360
695000,4,2.5,2790,2790
109000,2,0.5,580,580
389000,3,1.5,2030,1080
447000,2,1,850,850
1.20E+06,3,2,2480,2480
315000,3,1.75,1010,1010
640000,3,2.5,2420,2420
570000,3,2.25,2180,2180
495000,3,2.75,1830,1830
449500,5,2.75,2040,1200
1.08E+06,4,2.75,2640,1840
294950,2,1,1060,1060
170500,3,1,1640,1040
312000,4,1,1190,1190
350000,3,2.5,2180,2180
690000,4,2.5,2120,2120
375000,4,2.5,2210,2210
575000,4,2.5,2510,2510
646000,4,2.25,2500,1600
239950,3,2.5,1560,1560
400000,5,2.5,2510,1710
455000,4,1.75,3060,3060
240000,3,2,1310,1310
3.40E+06,4,4,4260,3280
695000,3,2,2500,1680
304950,2,1,670,670
650000,3,1.75,1840,1140
402500,3,1.75,1480,1480
482000,3,2.5,2420,2420
655000,3,2,1820,1120
577000,5,2.75,1940,1940
350000,3,2.5,1630,1630
415000,4,2.25,2520,1680
396400,4,2.5,2120,2120
654300,3,2.5,2490,2490
774950,4,2.5,3410,3410
855000,4,2,2380,2380
1.15E+06,3,2.5,2490,1670
330000,2,2.5,1240,1240
290000,4,2.25,1900,1400
519500,3,3,2390,2390
450000,3,1.75,1810,1400
3.12E+06,3,3.5,4490,4490
265000,3,1,1620,1620
359000,4,2.5,2640,2640
2.00E+06,4,3.75,2870,2510
1.05E+06,4,2.5,3250,2030
402500,2,1,800,800
450000,3,1.75,1360,1360
262500,5,2.25,1950,1130
285000,4,2.25,1970,1970
290000,3,2.5,2020,2020
752500,2,2.5,2280,2280
820000,4,2.75,3540,3540
292000,3,2.5,1560,1560
213000,2,1,750,750
400000,4,3,2240,2240
202000,1,0.75,590,590
484000,1,0,690,690
617450,3,2,1580,1080
250000,3,1,1040,1040
405000,5,1.75,1880,960
325000,2,1,1070,1070
301350,3,3,1860,1040
425000,2,1.75,1550,1050
460000,3,1,1860,1470
938000,3,2.5,3090,3090
348000,3,1.75,1720,1320
435000,2,1,1260,1260
227950,3,1.5,1120,1120
425000,2,1,1250,900
550000,3,2,1810,1810
347500,3,2.5,1890,1890
397000,4,1.75,2020,1620
410000,4,1.75,1790,1490
780000,3,3.5,3190,3190
1.35E+06,4,3.25,3030,2700
476000,3,2.25,1630,1630
390000,3,1.75,1180,1180
226500,3,2,1560,1560
495000,3,2,1340,1340
1.50E+06,5,3.25,2590,2590
385000,3,1,1020,880
535950,3,2.5,2370,2370
910000,4,2.5,3170,3170
465000,2,1,1120,1120
495000,3,1.75,1440,1440
250000,4,2,2170,1470
1.23E+06,4,2.25,3490,2280
400000,4,2.25,1970,1970
715000,4,2.5,2780,2780
342000,3,2,2250,2250
420000,4,1.75,1340,1340
148226,3,1,1400,1400
313000,3,1,1510,1010
150000,3,1,1320,1320
150000,2,1,820,820
230000,2,1,1080,1080
389100,2,1,840,840
645000,4,2.25,2070,1360
310000,3,1,1520,990
351358,2,1.75,1210,1210
1.70E+06,5,2.75,3810,3810
1.57E+06,4,3.5,5370,5370
850000,3,2,1540,1540
470000,4,2.5,2310,2310
770000,3,2.25,1870,1870
366000,3,1.75,1840,1340
545000,3,2.5,2060,2060
205000,3,1,1010,1010
405000,2,1,1020,1020
467000,4,2.5,2220,1270
392500,2,1,1050,1050
901000,4,2.75,3030,2360
500000,3,1.75,1800,1300
384950,3,2.5,1860,1860
1.70E+06,4,3.5,4070,4070
245000,2,1,860,860
1.17E+06,4,2.25,3080,3080
184500,3,1.5,1280,1280
269000,2,2,1540,1540
570000,3,2.5,1530,1530
850000,4,1.75,2350,2350
209000,3,1,920,920
327000,4,1.75,1840,1840
369500,3,1.5,1650,1100
440000,3,1.75,1760,1230
947500,4,2.25,3290,3290
510000,2,1,1270,1270
385000,3,2,1600,930
370000,5,3,2670,1400
660000,4,1.5,1960,1960
729000,3,4.25,3300,2520
440000,3,1.75,2000,2000
445000,4,2.5,2360,2360
460000,2,1,1430,1430
516000,3,3,2330,1300
343888,4,2.5,2060,2060
500000,4,1.75,2240,2240
465000,5,1.75,2330,1330
302000,5,2.25,2180,2180
195000,2,1,1280,1280
640000,3,2.5,2140,2140
502000,6,2.5,2890,1630
360000,3,2.5,1480,1480
290500,4,2.5,1680,1680
248000,4,3,2163,2163
433000,4,2.5,2280,2280
480000,2,1,820,820
410000,3,1,1330,1120
309950,4,2.75,2310,2310
253000,3,2,1290,1290
280000,3,1.75,1630,1630
440000,3,1,1410,1410
333000,5,1.75,1240,1240
759950,3,2.5,3100,3100
345000,3,2.25,2020,2020
350000,4,2.5,2500,2500
198000,2,1,790,790
730000,3,1.75,2040,1340
266200,3,1.5,1430,1430
1.06E+06,4,2.5,2250,2250
95000,2,1,1070,1070
430000,3,1.75,1300,1300
650000,4,2.25,2560,2560
379900,3,2.5,2190,2190
325000,2,1.5,940,860
455000,4,2.25,1740,1170
392000,4,3.75,2220,1330
373000,3,1.75,1310,1310
951250,5,3,2710,1910
502000,3,2,1300,1300
362500,3,2,1940,1940
525000,2,1,1080,1080
580000,4,2.5,2110,1420
278000,3,2.25,1590,1170
422500,2,1,910,910
783200,4,2,1590,990
715000,4,2.5,3290,3290
472217,3,2.5,2010,1390
244615,3,2.5,2060,2060
385000,3,1.75,1560,780
549995,3,1,1120,1120
959900,4,3.75,3550,3550
510000,6,4.5,3300,3300
367000,3,1.75,2000,1200
375000,5,3,2680,1810
500000,2,2.25,1290,1290
489000,2,2.25,1290,1290
340000,3,2,1150,800
562000,3,1.75,1880,940
489950,3,2.5,2400,2400
652000,3,2.25,1920,1560
472000,4,3.25,4350,2870
333000,4,2.5,1910,1910
560000,3,1.5,2000,2000
799000,4,3.5,3290,2220
860000,5,2.25,3480,3480
449500,4,2.5,2410,2410
692500,4,3,2820,2820
925000,4,1.75,2710,1430
267500,3,2.25,2080,1550
396800,4,2.5,2200,2200
220000,4,1.5,1180,1180
892500,3,1.75,2120,1720
455500,3,2,1460,1460
743000,3,1.75,2110,2110
338000,4,1.5,1790,1790
332000,3,1.75,1340,1340
563225,3,1,2460,1370
1.15E+06,4,3.5,3760,3760
645000,2,1,1240,1000
739000,3,2.5,2750,2560
435000,3,2.5,2530,2530
995000,3,2.25,3200,2650
520000,4,2.75,2020,1350
400000,4,2.5,3030,2030
440000,3,1.75,2350,1510
440000,3,1.5,1690,1230
738000,3,1,1280,1280
250000,3,1.5,1170,1170
338150,4,2.25,2700,2700
425000,3,2.25,1800,1280
883000,4,2.5,3670,3670
510000,3,2,2350,2350
950000,4,1.75,3100,3100
435000,3,1,1120,1120
415000,5,1.5,1900,1130
439000,2,2.5,1350,870
295832,5,1,1410,960
285000,3,1.75,1560,1560
350000,3,1.5,1090,1090
489000,2,2.75,1465,1050
304500,3,2.25,1790,1390
288000,3,1.5,1300,1300
417000,3,1.75,1920,1440
615000,3,3,1420,1040
730000,5,3.5,3760,2820
178500,2,1,930,930
300000,4,2,1580,1050
415000,4,2.5,2170,1350
452500,3,1.75,2040,2040
1.01E+06,4,2.75,3430,3430
653000,4,2.5,2160,2160
715000,4,2.25,2060,1360
541000,3,1.75,1410,1410
245000,4,1.5,1850,1850
547000,2,1,1370,1370
750000,5,2.75,3330,1740
575000,5,2.5,1970,1570
216000,3,1.75,1310,1310
443000,3,1.75,1640,1640
257700,4,2.25,1600,1600
278000,3,1,1230,1230
300000,3,2.5,2240,2240
269100,3,2.5,2190,2190
402500,3,1,990,990
306888,2,1.5,1010,1010
795000,4,2.5,2920,2920
525000,4,2.5,2310,2310
1.05E+06,3,2.5,3470,2560
452000,2,1,1220,880
350000,3,2.25,1550,1550
410000,4,2.5,2070,2070
595000,3,1.75,2060,1180
499000,3,2.5,1690,1690
340000,4,2.5,2550,2550
1.07E+06,5,3.25,3370,3370
460000,4,3,2230,2230
345000,4,2.5,2382,2382
280500,3,2.25,1620,1620
704000,3,1,1140,1140
545000,3,2.5,2140,2140
335000,3,1.5,1900,1900
1.33E+06,4,3,3370,1860
420000,3,2.75,2300,1430
705000,4,2,2040,1160
274900,4,1.75,1840,1210
499950,4,2.5,2860,2190
415250,3,1.5,1400,1400
222000,3,1,990,990
375000,3,2,3120,2150
300000,3,2.5,1640,1640
456700,3,1.75,2820,1540
925500,3,2.75,1970,1970
375000,5,2.5,2840,1470
420000,3,2.5,2370,2370
575000,3,2.5,2610,2610
335000,3,2,1340,670
428000,4,2,1300,1300
655000,4,2.5,3340,2060
738000,3,3,2630,2630
415000,5,1.75,1960,980
392000,3,1,1090,790
555000,2,1,1550,1050
260000,3,2.5,1770,1770
392500,3,1,1390,1390
912000,3,2.5,2979,2979
135000,2,1,830,830
500000,3,2.75,1560,1400
238000,3,1.5,1360,1050
251000,4,2,1650,860
406500,2,1.75,1510,1510
433495,4,2.25,3010,3010
265000,3,2.25,1510,1150
360000,3,1.75,1950,1520
425000,4,1,1800,950
450000,2,2.75,2810,1510
449900,3,1.75,1760,1760
345000,4,2.5,2040,2040
612500,4,2,1690,1690
317000,3,1.75,1530,1530
585000,3,1.5,1810,1310
455000,3,1.75,1180,1180
1.04E+06,4,4,4090,4090
497000,4,2.25,2250,2250
226750,3,1.75,1070,1070
385000,4,2,1820,1220
205000,3,0.75,1080,1080
745000,4,2.5,2760,2760
371000,4,2.5,2550,2550
545000,4,2.5,2080,2080
443000,3,1,1280,1280
287000,2,1,950,950
194000,3,1,1050,1050
265000,3,1,1800,1800
1.14E+06,4,2.75,3840,2110
699950,4,3.25,3674,3674
433000,4,1,1710,1710
200000,2,1.75,910,910
289571,3,1.5,1340,1340
440000,4,2.75,2340,1720
400000,3,1.5,1510,1120
589000,4,2.5,2630,2630
850000,5,2.25,3100,3100
520000,3,1,940,940
555000,2,2.25,1370,1200
470000,3,2.5,2480,2480
207000,2,1.5,1068,1068
379750,4,2.75,2390,1620
709000,4,1.75,2170,1270
240000,3,2.5,1520,1160
445500,4,1.5,2210,1650
1.31E+06,5,2.5,3200,1600
210000,3,1.5,1160,1160
603000,4,2.5,2670,2670
720000,3,2.5,2520,2520
92000,2,1,760,760
600000,3,1.75,1310,1310
725000,4,2.5,2750,1380
409950,5,2.25,1790,1270
515000,3,2.5,1790,1790
495000,4,2.5,2400,1800
998000,4,2.25,2420,2420
630000,3,1.75,1710,1710
410000,3,1.75,2000,1320
602000,3,2.25,1580,1580
750000,4,2.75,2310,1310
711600,4,3,3580,2370
1.05E+06,4,4,4320,3190
700500,3,2.5,2560,2560
710000,4,2.5,3220,3220
250000,3,2,1660,1010
350000,4,1.75,2420,1620
475000,7,3.5,2870,1520
200000,2,1,830,830
450000,4,2.25,1710,1040
316000,5,2.5,2600,2600
310000,1,1,670,670
392000,3,1.5,1500,1500
521000,3,3.25,1460,1460
495000,2,2,1540,960
209000,3,1.75,1250,1250
809950,4,2,2230,2230
400000,2,1.75,1800,1420
415000,4,2.5,2400,1530
411000,4,2,2370,2370
825000,2,2,1830,1230
436000,3,2.25,1480,1480
460000,4,2.5,2620,2620
281000,3,1,1300,1300
976000,4,1.5,3120,1660
485000,4,2.5,2400,2400
429000,3,2.5,1430,1430
729000,3,2.5,2480,2480
625000,3,2.5,2280,2280
218500,3,1.75,1390,1390
175000,3,1,1030,1030
442500,3,1,1120,1120
480000,3,2,1300,1300
715500,3,2.25,2410,1540
432500,3,1.75,1470,1470
875000,5,4.25,4720,3210
605000,5,2.75,2910,2910
1.69E+06,4,4,5000,5000
318000,3,2.25,1690,1090
311300,2,1,1000,1000
325000,5,2.75,2400,1450
795000,5,3.5,3330,2610
558000,4,2.25,2060,1320
370000,4,2.5,3090,3090
598850,4,2.5,2350,2350
515700,3,2.5,2180,2180
458000,3,2.5,1870,1870
583500,3,2.25,3530,3530
653750,4,2.5,2460,2460
299000,3,2.5,1650,1650
532000,5,3,3480,2340
819000,3,2.75,3176,2726
945000,4,2.25,2420,2000
608700,4,2.5,2260,2260
812000,4,2,2380,1310
464000,5,2.5,3400,1700
950000,4,2.5,3770,3770
700000,4,2.5,2672,2020
435000,3,1,1180,1060
229500,3,1.5,1810,1810
1.58E+06,3,3,2610,2610
265000,3,2.25,1450,1180
995000,2,2,1600,1600
590000,3,2.5,2650,1680
740000,4,2.75,2490,1490
360000,2,0.75,850,550
548500,4,2,1820,1300
599000,3,1.75,1960,1090
615000,3,1.75,2350,1800
292000,3,1.75,1320,1320
899000,4,2.5,3720,3720
500000,3,1.5,2210,1030
580000,3,2.5,1910,1910
580000,4,2.5,2840,2840
594000,3,1,1320,1090
500000,3,2.5,2440,1420
550000,4,2.5,2420,1680
275000,3,1.75,1180,1180
390000,3,2.25,1820,1820
1.25E+06,3,3,3760,3060
250000,3,2.25,1560,1560
405000,2,2.5,1790,1790
213950,3,1,1430,1430
232000,3,1.5,1390,1390
207000,3,1,990,990
310000,3,1.75,1880,1880
540000,3,2.5,2520,2520
750000,4,1.5,2060,1580
392500,4,2.5,2150,2150
305000,5,2.5,2500,1690
735000,3,2.5,2390,2390
575000,4,2.5,2400,2400
175000,2,1,660,660
291000,4,2.5,1580,1580
791500,4,2.5,3250,3250
475000,3,2,1880,1180
238950,2,1,1190,1190
470000,3,3.5,1280,1040
420000,4,1.75,2380,1610
440000,3,2.5,2040,2040
656000,4,1.75,1440,1290
559950,3,2.5,2120,2120
600000,2,2,990,990
255000,3,1,1710,1710
210750,4,1.5,1840,1840
485000,4,1,1150,1150
390000,3,2.5,2250,2250
405000,3,2.5,2460,1810
462500,4,1,1540,1540
435000,4,2.25,2210,1630
440000,3,2.5,1440,1440
299950,3,1.75,1790,1790
440000,2,1.5,1120,1120
312620,3,2.5,1260,1260
372500,3,1.5,1180,800
297262,3,2.5,1730,1730
735000,4,3,2250,1250
430000,3,1.5,1550,1550
241000,2,1.75,1070,1070
201000,3,1,1460,1460
570000,2,1,1060,1060
538000,4,1.75,1840,1220
729000,3,2.5,2440,2440
331500,4,1.75,1700,850
110700,2,1,680,680
245000,3,2,1700,1700
427000,3,1.75,2000,1360
650500,4,1.75,2340,1290
335900,2,1,1120,1120
535000,2,2,1510,1510
360000,5,2,2120,1080
294900,3,2.25,1500,1210
460000,2,1,1030,1030
1.77E+06,4,3.5,5440,5440
463000,2,1,1150,1150
332000,5,1.5,2420,1500
199500,4,2,1750,1750
247000,4,2,1750,1750
442500,4,2.5,2170,2170
600000,3,2,2540,2540
449000,3,2.5,1690,1690
725000,4,1,1600,1600
215000,3,1,1060,1060
582500,2,1.75,1990,1170
305000,4,2.25,2210,2210
734000,4,2.75,3090,2340
300000,3,2,1050,1050
525888,5,1.75,2550,1810
711000,4,2.5,2095,1295
360000,3,1.75,1520,1220
357000,5,2.5,2750,2750
235000,3,1.75,1200,1200
550000,3,1.75,1830,1150
324000,3,1,1160,1160
420000,3,2,1750,1410
450000,4,2.5,2400,2400
825000,5,3.5,4140,3030
272000,4,2.25,2115,2115
481000,3,2,2580,2580
500000,3,1,1220,1060
448000,2,1.5,1630,890
480000,2,2,1350,1350
475000,3,2.5,1690,1690
472500,2,2.25,1700,1700
291000,4,2.25,1890,1260
294000,2,1,850,850
1.01E+06,4,2.5,2480,1820
442500,3,2.5,1690,1690
170000,2,1,810,810
1.58E+06,4,2.5,3980,2480
665000,3,2.25,2580,1780
1.61E+06,5,4.5,6085,6085
675000,2,1.75,2140,1000
279900,2,1.75,1360,1360
875000,4,1.5,1800,1800
571000,3,2.5,1920,1920
320000,3,1,860,860
525000,3,2.5,2340,2340
1.65E+06,8,2.75,4040,2020
137900,3,1.75,1160,580
440000,3,2.25,1680,1680
360000,3,1,1280,640
271000,4,1.5,1800,1800
465000,6,3.25,4250,2150
280000,4,2.5,2400,2400
283000,2,1,940,940
411500,3,1,1110,1110
282000,3,2.25,2420,1370
535000,3,2.5,1850,1790
